id,name,age,salary,hire_date,department,bonus,address,phone,email,address_length,salary_category
25,Name_492,27,59962.27531622161,2025-04-25,HR,1977.0,"Street 18, City 2",9121958957,email_420@example.com,17,Medium
26,Name_414,54,59962.27531622161,2017-05-06,IT,9646.0,"Street 64, City 18",9996593352,email_431@example.com,18,Medium
27,Name_806,44,60000.0,2021-10-20,Finance,5070.0,"Street 92, City 43",5707182373,email_374@example.com,18,Medium
28,Name_386,30,70000.0,2016-06-12,IT,9517.0,"Street 30, City 43",7180895099,email_861@example.com,18,Medium
29,Name_192,58,70000.0,2017-07-22,IT,8173.0,"Street 5, City 43",5139072624,email_634@example.com,17,Medium
30,Name_956,19,59962.27531622161,2022-03-18,HR,4879.0,"Street 59, City 37",8510848331,email_646@example.com,18,Medium
31,Name_277,67,70000.0,2020-09-10,HR,1634.0,"Street 57, City 16",1513992728,email_392@example.com,18,Medium
32,Name_161,38,50000.0,2018-02-22,Finance,3984.0,"Street 94, City 18",4236910616,email_177@example.com,18,Low
33,Name_460,50,70000.0,2016-05-21,Finance,4946.0,"Street 59, City 48",1638130803,email_170@example.com,18,Medium
34,Name_314,41,59962.27531622161,2025-05-08,Marketing,7806.0,"Street 71, City 28",2928403772,email_95@example.com,18,Medium
35,Name_22,70,50000.0,2023-05-24,IT,9466.0,,,,0,Low
36,Name_253,61,50000.0,2024-03-18,IT,7982.0,"Street 23, City 50",5094201452,email_706@example.com,18,Low
37,Name_748,59,70000.0,2000-01-01,HR,8277.0,"Street 36, City 44",3132528243,email_460@example.com,18,Medium
38,Name_857,51,59962.27531622161,2021-10-12,HR,9697.0,"Street 41, City 40",3529879264,email_603@example.com,18,Medium
39,Name_561,77,59962.27531622161,2017-10-25,Finance,7892.0,"Street 69, City 6",5092257508,email_23@example.com,17,Medium
40,Name_475,26,59962.27531622161,2019-03-06,Marketing,2794.0,"Street 87, City 5",2576227936,email_889@example.com,17,Medium
41,Name_59,19,50000.0,2000-01-01,Marketing,8459.0,"Street 24, City 15",4725490122,email_487@example.com,18,Low
42,Name_511,72,59962.27531622161,2021-10-02,HR,7270.0,"Street 99, City 15",9833644937,email_551@example.com,18,Medium
43,Name_682,73,50000.0,2017-08-16,HR,6478.0,,,,0,Low
44,Name_476,47,59962.27531622161,2019-09-17,Marketing,3350.0,"Street 92, City 21",8266208433,email_823@example.com,18,Medium
45,Name_700,48,60000.0,2023-05-02,Marketing,4810.0,"Street 42, City 12",7575072805,email_420@example.com,18,Medium
46,Name_976,63,70000.0,2026-01-01,Finance,4110.0,"Street 90, City 3",9750048266,email_687@example.com,17,Medium
47,Name_783,28,59962.27531622161,2018-04-28,Marketing,4566.0,,,,0,Medium
48,Name_190,72,50000.0,2000-01-01,IT,5158.0,"Street 61, City 31",4430278922,email_83@example.com,18,Low
49,Name_958,60,70000.0,2000-01-01,Marketing,7329.0,"Street 94, City 4",5756957330,email_850@example.com,17,Medium
50,Name_687,34,50000.0,2024-05-12,IT,0.0,"Street 39, City 17",4851654327,email_118@example.com,18,Low
51,Name_958,53,70000.0,2016-09-11,Marketing,3892.0,"Street 74, City 28",4135806269,email_535@example.com,18,Medium
52,Name_563,30,50000.0,2021-02-24,HR,8391.0,"Street 96, City 42",4111870153,email_390@example.com,18,Low
53,Name_876,24,59962.27531622161,2024-03-05,HR,0.0,"Street 36, City 38",1093471874,email_373@example.com,18,Medium
54,Name_567,33,60000.0,2026-03-23,IT,0.0,"Street 6, City 14",6009527334,email_476@example.com,17,Medium
55,Name_244,50,60000.0,2025-10-20,IT,6829.0,"Street 16, City 43",4878059083,email_907@example.com,18,Medium
56,Name_832,62,60000.0,2020-09-07,Marketing,4028.0,"Street 92, City 28",6059610517,email_650@example.com,18,Medium
57,Name_505,18,59962.27531622161,2026-04-08,Marketing,8747.0,"Street 57, City 5",9988046762,email_810@example.com,17,Medium
58,Name_131,28,70000.0,2025-03-29,IT,1189.0,"Street 12, City 6",3747314952,email_950@example.com,17,Medium
59,Name_485,23,59962.27531622161,2023-04-04,Finance,7794.0,"Street 62, City 16",6693860636,email_808@example.com,18,Medium
60,Name_819,37,59962.27531622161,2021-05-21,Finance,1597.0,"Street 32, City 42",3714665642,email_139@example.com,18,Medium
61,Name_647,52,50000.0,2022-10-03,IT,6347.0,"Street 55, City 30",3836901758,email_164@example.com,18,Low
62,Name_21,61,60000.0,2000-01-01,Marketing,1026.0,"Street 6, City 29",4453454550,email_792@example.com,17,Medium
63,Name_841,54,50000.0,2018-07-08,Marketing,6300.0,"Street 17, City 7",8025189595,email_75@example.com,17,Low
64,Name_167,58,70000.0,2024-03-22,Marketing,3573.0,"Street 24, City 10",4641549185,email_563@example.com,18,Medium
65,Name_274,43,60000.0,2019-01-18,HR,3489.0,"Street 53, City 4",7819020156,email_479@example.com,17,Medium
66,Name_388,75,50000.0,2026-03-26,Finance,5013.0,"Street 91, City 48",9657387814,email_858@example.com,18,Low
67,Name_601,29,70000.0,2021-07-06,IT,4649.0,"Street 96, City 27",7307096669,email_150@example.com,18,Medium
68,Name_316,79,60000.0,2016-12-03,HR,3884.0,"Street 66, City 22",1680105930,email_885@example.com,18,Medium
69,Name_14,47,59962.27531622161,2022-10-25,HR,0.0,"Street 54, City 10",4908223924,email_355@example.com,18,Medium
70,Name_242,45,70000.0,2023-04-29,Finance,1238.0,"Street 100, City 13",6299925128,email_422@example.com,19,Medium
71,Name_777,44,59962.27531622161,2022-02-12,Marketing,1709.0,"Street 69, City 4",6642207518,email_910@example.com,17,Medium
72,Name_346,59,70000.0,2000-01-01,IT,1533.0,"Street 51, City 37",8713573564,email_662@example.com,18,Medium
73,Name_565,36,60000.0,2026-01-23,IT,7659.0,"Street 96, City 30",1146788696,email_392@example.com,18,Medium
74,Name_898,22,50000.0,2020-11-17,Finance,7487.0,"Street 83, City 31",1451285527,email_679@example.com,18,Low
75,Name_340,75,50000.0,2018-04-13,IT,5361.0,"Street 83, City 26",4935093082,email_238@example.com,18,Low
76,Name_92,22,50000.0,2023-05-30,Finance,7619.0,"Street 75, City 27",6839764832,email_887@example.com,18,Low
77,Name_367,58,50000.0,2024-07-07,Finance,9985.0,"Street 75, City 15",3260318705,email_48@example.com,18,Low
78,Name_956,44,70000.0,2016-05-06,Finance,2937.0,"Street 68, City 46",9301976602,email_83@example.com,18,Medium
79,Name_455,45,50000.0,2019-05-13,Finance,5497.0,"Street 76, City 40",6225548302,email_384@example.com,18,Low
80,Name_428,43,50000.0,2018-10-14,Marketing,5007.0,"Street 55, City 16",8363542169,email_32@example.com,18,Low
81,Name_509,44,70000.0,2021-11-09,HR,4449.0,"Street 44, City 47",6666064020,email_461@example.com,18,Medium
82,Name_776,69,70000.0,2018-08-26,Finance,0.0,"Street 39, City 29",9955476962,email_615@example.com,18,Medium
83,Name_943,66,60000.0,2023-07-03,IT,2737.0,"Street 93, City 36",5072089161,email_974@example.com,18,Medium
84,Name_35,59,70000.0,2022-09-05,IT,1424.0,"Street 3, City 36",5469695519,email_501@example.com,17,Medium
85,Name_206,38,59962.27531622161,2018-07-05,IT,6771.0,"Street 60, City 16",9531105608,email_175@example.com,18,Medium
86,Name_81,18,60000.0,2000-01-01,HR,5587.0,"Street 82, City 4",1557790152,email_629@example.com,17,Medium
87,Name_932,71,60000.0,2021-04-21,HR,8814.0,"Street 92, City 50",6156077764,email_418@example.com,18,Medium
88,Name_562,45,50000.0,2025-01-28,IT,8525.0,"Street 33, City 50",9650123683,email_560@example.com,18,Low
89,Name_872,65,50000.0,2021-10-05,Marketing,1134.0,"Street 49, City 40",9703169379,email_565@example.com,18,Low
90,Name_388,75,59962.27531622161,2025-07-15,HR,4198.0,"Street 50, City 3",4796302140,email_247@example.com,17,Medium
91,Name_2,75,50000.0,2017-04-22,HR,4278.0,"Street 89, City 34",9501575836,email_766@example.com,18,Low
92,Name_390,32,70000.0,2022-11-23,Marketing,5478.0,"Street 5, City 24",5047351740,email_249@example.com,17,Medium
93,Name_566,72,59962.27531622161,2026-02-04,Finance,4152.0,"Street 41, City 14",5467168557,email_868@example.com,18,Medium
94,Name_106,34,50000.0,2017-04-22,HR,3372.0,"Street 85, City 16",3300495388,email_911@example.com,18,Low
95,Name_772,43,59962.27531622161,2024-01-14,IT,6033.0,"Street 71, City 31",1378567164,email_435@example.com,18,Medium
96,Name_822,37,70000.0,2018-05-14,IT,6292.0,,,,0,Medium
97,Name_477,42,60000.0,2017-03-10,Marketing,6492.0,"Street 94, City 1",8681271800,email_640@example.com,17,Medium
98,Name_703,30,59962.27531622161,2018-11-09,IT,9128.0,"Street 60, City 50",8048766414,email_101@example.com,18,Medium
99,Name_402,50,59962.27531622161,2023-01-13,IT,8585.0,"Street 66, City 29",9268486508,email_793@example.com,18,Medium
100,Name_730,42,60000.0,2021-04-13,IT,1513.0,"Street 5, City 49",9650305975,email_741@example.com,17,Medium
101,Name_556,25,59962.27531622161,2000-01-01,Marketing,8152.0,"Street 19, City 29",1373797376,email_296@example.com,18,Medium
102,Name_162,22,50000.0,2017-12-31,Marketing,6585.0,"Street 55, City 48",9962798742,email_467@example.com,18,Low
103,Name_202,23,50000.0,2016-09-30,Marketing,4668.0,"Street 16, City 31",1527694937,email_464@example.com,18,Low
104,Name_958,40,50000.0,2000-01-01,IT,3018.0,"Street 42, City 45",2282616216,email_364@example.com,18,Low
105,Name_996,69,59962.27531622161,2018-07-28,HR,5724.0,,,,0,Medium
106,Name_270,47,60000.0,2000-01-01,Finance,0.0,"Street 56, City 3",7767852802,email_719@example.com,17,Medium
107,Name_863,31,50000.0,2000-01-01,IT,7934.0,"Street 56, City 37",9655408617,email_545@example.com,18,Low
108,Name_816,71,60000.0,2016-10-06,HR,8929.0,"Street 73, City 13",3697242013,email_49@example.com,18,Medium
109,Name_271,40,70000.0,2020-12-16,Marketing,9930.0,"Street 85, City 37",4043839647,email_687@example.com,18,Medium
110,Name_456,28,70000.0,2019-06-23,HR,9142.0,"Street 40, City 11",7228089793,email_744@example.com,18,Medium
111,Name_462,48,70000.0,2020-09-22,HR,9275.0,"Street 81, City 5",9695728685,email_646@example.com,17,Medium
112,Name_727,23,59962.27531622161,2022-08-04,IT,1784.0,"Street 52, City 12",3538333952,email_964@example.com,18,Medium
113,Name_252,28,59962.27531622161,2016-10-26,Marketing,5017.0,"Street 86, City 16",5957342324,email_253@example.com,18,Medium
114,Name_702,30,50000.0,2020-06-21,Marketing,9932.0,,,,0,Low
115,Name_296,29,70000.0,2021-11-28,IT,2551.0,,,,0,Medium
116,Name_725,48,60000.0,2022-04-27,IT,1336.0,"Street 57, City 47",4097045565,email_668@example.com,18,Medium
117,Name_720,19,59962.27531622161,2020-06-09,IT,6549.0,"Street 83, City 6",3646376975,email_327@example.com,17,Medium
118,Name_749,70,60000.0,2017-10-15,IT,3141.0,"Street 36, City 13",8918991758,email_851@example.com,18,Medium
119,Name_338,52,60000.0,2017-10-27,HR,8476.0,"Street 87, City 40",6908096341,email_195@example.com,18,Medium
120,Name_879,72,50000.0,2023-09-22,HR,1884.0,"Street 11, City 35",3021996157,email_956@example.com,18,Low
121,Name_53,53,50000.0,2020-01-03,IT,9081.0,"Street 32, City 13",6529155488,email_174@example.com,18,Low
122,Name_792,34,60000.0,2023-11-06,IT,6283.0,"Street 72, City 11",5486512066,email_793@example.com,18,Medium
123,Name_922,45,60000.0,2024-09-18,IT,1740.0,"Street 41, City 33",1303298267,email_618@example.com,18,Medium
124,Name_217,45,60000.0,2000-01-01,Finance,8894.0,"Street 24, City 47",8467524773,email_37@example.com,18,Medium
125,Name_764,39,60000.0,2000-01-01,IT,3332.0,"Street 96, City 34",4276754652,email_917@example.com,18,Medium
126,Name_188,55,70000.0,2023-11-19,Finance,0.0,"Street 60, City 26",9685384396,email_612@example.com,18,Medium
127,Name_380,24,60000.0,2022-06-24,IT,5145.0,"Street 62, City 13",1760848743,email_435@example.com,18,Medium
128,Name_493,48,59962.27531622161,2017-06-04,Marketing,3115.0,"Street 54, City 49",6755709626,email_926@example.com,18,Medium
129,Name_41,49,50000.0,2016-08-29,IT,0.0,"Street 31, City 33",7250367770,email_148@example.com,18,Low
130,Name_157,28,59962.27531622161,2017-09-23,HR,2887.0,"Street 4, City 11",2963264393,email_393@example.com,17,Medium
131,Name_15,41,50000.0,2016-05-14,Marketing,0.0,"Street 91, City 13",7997513750,email_521@example.com,18,Low
132,Name_813,20,50000.0,2019-02-25,IT,6245.0,"Street 25, City 23",6004219037,email_594@example.com,18,Low
133,Name_65,47,50000.0,2000-01-01,Finance,4250.0,"Street 84, City 7",1819937789,email_866@example.com,17,Low
134,Name_857,23,59962.27531622161,2020-09-23,HR,2867.0,"Street 56, City 10",5245453007,email_538@example.com,18,Medium
135,Name_839,75,59962.27531622161,2023-10-18,Finance,6974.0,"Street 96, City 5",8657486404,email_722@example.com,17,Medium
136,Name_521,19,60000.0,2018-10-07,Finance,9127.0,"Street 68, City 33",1407866517,email_724@example.com,18,Medium
137,Name_344,78,60000.0,2020-12-03,HR,2867.0,"Street 33, City 26",9418238517,email_174@example.com,18,Medium
138,Name_129,31,70000.0,2000-01-01,IT,8204.0,"Street 93, City 3",9985980458,email_676@example.com,17,Medium
139,Name_648,58,70000.0,2023-04-02,HR,6955.0,"Street 50, City 8",9938400313,email_613@example.com,17,Medium
140,Name_472,35,70000.0,2000-01-01,IT,2461.0,"Street 73, City 16",4793256690,email_83@example.com,18,Medium
141,Name_63,68,60000.0,2017-01-06,Finance,6304.0,"Street 73, City 3",3598596738,email_511@example.com,17,Medium
142,Name_139,61,59962.27531622161,2020-08-02,IT,5758.0,"Street 64, City 19",3834700993,email_171@example.com,18,Medium
143,Name_499,48,70000.0,2016-07-03,HR,2614.0,"Street 61, City 13",3421046180,email_592@example.com,18,Medium
144,Name_593,30,60000.0,2021-08-04,HR,5838.0,"Street 20, City 18",6468173819,email_987@example.com,18,Medium
145,Name_392,43,50000.0,2020-09-25,IT,9045.0,"Street 31, City 43",6558845838,email_697@example.com,18,Low
146,Name_675,61,59962.27531622161,2025-10-02,Finance,6489.0,"Street 44, City 49",3541846358,email_168@example.com,18,Medium
147,Name_419,29,59962.27531622161,2024-02-01,Marketing,7292.0,"Street 31, City 5",7378186364,email_691@example.com,17,Medium
148,Name_289,48,60000.0,2024-04-04,HR,1560.0,"Street 13, City 4",3665120315,email_983@example.com,17,Medium
149,Name_379,26,60000.0,2025-08-26,Marketing,4023.0,"Street 70, City 20",4095331237,email_199@example.com,18,Medium
150,Name_773,66,50000.0,2019-11-25,Finance,6863.0,"Street 54, City 34",4634452239,email_600@example.com,18,Low
151,Name_490,38,50000.0,2020-07-05,IT,3713.0,"Street 7, City 40",7619471598,email_178@example.com,17,Low
152,Name_231,65,50000.0,2018-05-20,Finance,8709.0,"Street 48, City 30",2609856238,email_899@example.com,18,Low
153,Name_41,66,59962.27531622161,2025-07-28,IT,6044.0,"Street 88, City 6",7136336105,email_61@example.com,17,Medium
154,Name_28,70,59962.27531622161,2020-07-10,Marketing,8802.0,"Street 27, City 46",2983953574,email_153@example.com,18,Medium
155,Name_135,73,70000.0,2019-12-06,Marketing,8430.0,"Street 73, City 24",4936105297,email_237@example.com,18,Medium
156,Name_201,57,59962.27531622161,2023-08-15,IT,8197.0,"Street 25, City 38",2916601005,email_195@example.com,18,Medium
157,Name_840,60,59962.27531622161,2023-02-07,IT,9235.0,"Street 84, City 12",3628745877,email_496@example.com,18,Medium
158,Name_780,41,59962.27531622161,2024-10-12,HR,5182.0,"Street 44, City 14",7247909541,email_870@example.com,18,Medium
159,Name_930,51,50000.0,2018-06-17,Finance,9845.0,"Street 15, City 32",3414787500,email_888@example.com,18,Low
160,Name_33,25,70000.0,2024-04-26,IT,1516.0,"Street 67, City 5",5691803662,email_55@example.com,17,Medium
161,Name_48,61,50000.0,2025-08-12,HR,9906.0,,,,0,Low
162,Name_503,70,50000.0,2019-05-16,Finance,5496.0,"Street 84, City 13",2415559453,email_672@example.com,18,Low
163,Name_407,50,50000.0,2024-06-28,IT,4963.0,,,,0,Low
164,Name_574,40,70000.0,2016-12-25,IT,3966.0,"Street 48, City 7",8140983880,email_261@example.com,17,Medium
165,Name_728,48,70000.0,2016-05-30,IT,3972.0,"Street 32, City 14",6614568067,email_454@example.com,18,Medium
166,Name_805,71,50000.0,2020-03-23,IT,5878.0,"Street 82, City 22",5522196956,email_960@example.com,18,Low
167,Name_99,70,70000.0,2017-05-16,Marketing,0.0,"Street 46, City 48",7534545818,email_707@example.com,18,Medium
168,Name_684,66,60000.0,2017-01-24,Finance,7593.0,"Street 96, City 12",2089339855,email_883@example.com,18,Medium
169,Name_872,31,70000.0,2024-06-17,HR,1091.0,"Street 81, City 28",1600587888,email_976@example.com,18,Medium
170,Name_726,31,50000.0,2019-12-02,Marketing,9598.0,"Street 86, City 6",3658673208,email_720@example.com,17,Low
171,Name_987,33,50000.0,2025-04-14,Finance,7769.0,"Street 40, City 17",8738976777,email_115@example.com,18,Low
172,Name_547,66,59962.27531622161,2025-07-14,Finance,7842.0,"Street 6, City 24",7534391971,email_276@example.com,17,Medium
173,Name_961,55,59962.27531622161,2020-02-22,Finance,8923.0,"Street 19, City 27",7948122979,email_309@example.com,18,Medium
174,Name_739,75,50000.0,2023-08-19,IT,1513.0,"Street 89, City 29",3558754096,email_701@example.com,18,Low
175,Name_613,77,60000.0,2020-05-25,Marketing,3911.0,"Street 30, City 45",7886866398,email_398@example.com,18,Medium
176,Name_943,56,59962.27531622161,2018-10-05,HR,2425.0,"Street 25, City 14",7979168331,email_878@example.com,18,Medium
177,Name_462,43,50000.0,2021-07-08,Marketing,3187.0,"Street 70, City 20",2131006409,email_366@example.com,18,Low
178,Name_643,43,59962.27531622161,2020-10-09,IT,3097.0,"Street 37, City 17",2707502771,email_820@example.com,18,Medium
179,Name_769,18,59962.27531622161,2017-01-31,Finance,8346.0,"Street 7, City 17",6774664513,email_205@example.com,17,Medium
180,Name_5,49,50000.0,2025-04-02,IT,4255.0,,,,0,Low
181,Name_218,74,70000.0,2018-07-18,Marketing,6978.0,"Street 17, City 37",5417370174,email_492@example.com,18,Medium
182,Name_503,32,59962.27531622161,2022-02-22,HR,3021.0,"Street 72, City 15",7133258205,email_939@example.com,18,Medium
183,Name_767,69,70000.0,2025-03-03,IT,6247.0,"Street 94, City 11",4573377937,email_536@example.com,18,Medium
184,Name_398,38,50000.0,2026-01-02,IT,9389.0,"Street 94, City 11",2940341849,email_954@example.com,18,Low
185,Name_871,35,50000.0,2021-12-06,IT,2039.0,,,,0,Low
186,Name_795,47,60000.0,2018-11-29,Marketing,4898.0,"Street 48, City 30",2510434096,email_279@example.com,18,Medium
187,Name_393,77,59962.27531622161,2017-09-23,IT,8816.0,"Street 38, City 31",8586548418,email_814@example.com,18,Medium
188,Name_207,75,59962.27531622161,2025-10-09,Marketing,4129.0,"Street 94, City 10",4408501328,email_269@example.com,18,Medium
189,Name_15,30,60000.0,2018-03-27,HR,0.0,"Street 77, City 11",8784685709,email_817@example.com,18,Medium
190,Name_858,41,70000.0,2024-08-29,IT,0.0,"Street 54, City 49",2194316621,email_968@example.com,18,Medium
191,Name_554,47,60000.0,2025-08-12,HR,3220.0,"Street 14, City 5",7623637461,email_57@example.com,17,Medium
192,Name_892,19,70000.0,2022-08-27,IT,0.0,"Street 8, City 10",6262138669,email_67@example.com,17,Medium
193,Name_461,48,50000.0,2016-06-21,Finance,1920.0,"Street 52, City 45",7889820796,email_884@example.com,18,Low
194,Name_691,64,70000.0,2025-11-28,IT,6965.0,"Street 20, City 41",8659561715,email_686@example.com,18,Medium
195,Name_575,61,70000.0,2016-12-16,IT,1977.0,"Street 48, City 39",6172559769,email_59@example.com,18,Medium
196,Name_864,48,70000.0,2017-11-20,IT,8946.0,"Street 72, City 45",5291394842,email_254@example.com,18,Medium
197,Name_743,42,60000.0,2019-12-15,HR,3869.0,,,,0,Medium
198,Name_241,67,59962.27531622161,2022-02-10,Marketing,3762.0,"Street 81, City 34",9198881625,email_608@example.com,18,Medium
199,Name_564,31,70000.0,2000-01-01,IT,4491.0,"Street 56, City 46",4930428574,email_181@example.com,18,Medium
200,Name_96,23,60000.0,2017-12-11,IT,4740.0,"Street 99, City 23",3723750043,email_394@example.com,18,Medium
201,Name_900,29,60000.0,2017-04-22,IT,1806.0,"Street 41, City 33",2043068792,email_538@example.com,18,Medium
202,Name_734,37,59962.27531622161,2021-08-04,Finance,2563.0,"Street 58, City 5",8106107834,email_585@example.com,17,Medium
203,Name_485,40,60000.0,2020-01-09,HR,7156.0,"Street 26, City 21",1738996111,email_278@example.com,18,Medium
204,Name_407,47,50000.0,2017-11-13,IT,1117.0,"Street 18, City 26",9234619805,email_121@example.com,18,Low
205,Name_231,47,50000.0,2000-01-01,IT,3766.0,"Street 40, City 48",5703141853,email_771@example.com,18,Low
206,Name_749,55,50000.0,2022-11-07,Finance,4577.0,"Street 84, City 49",2796703146,email_376@example.com,18,Low
207,Name_655,75,59962.27531622161,2020-02-03,Finance,7834.0,"Street 40, City 29",8474088140,email_673@example.com,18,Medium
208,Name_171,47,60000.0,2023-12-17,Marketing,4303.0,"Street 67, City 43",6257995011,email_478@example.com,18,Medium
209,Name_541,58,50000.0,2019-12-08,Marketing,2236.0,"Street 88, City 25",6750446338,email_436@example.com,18,Low
210,Name_36,47,70000.0,2021-10-25,Marketing,2782.0,"Street 72, City 35",8806056551,email_591@example.com,18,Medium
211,Name_525,74,60000.0,2019-05-17,IT,2604.0,"Street 15, City 39",2372960184,email_106@example.com,18,Medium
212,Name_160,75,50000.0,2021-06-08,Finance,3781.0,"Street 6, City 7",2344107191,email_996@example.com,16,Low
213,Name_839,53,60000.0,2021-01-01,HR,2225.0,"Street 78, City 7",6370343331,email_955@example.com,17,Medium
214,Name_699,66,50000.0,2020-09-23,Marketing,5277.0,"Street 79, City 29",5359982384,email_349@example.com,18,Low
215,Name_243,51,70000.0,2020-10-26,IT,9949.0,"Street 80, City 49",8238871727,email_251@example.com,18,Medium
216,Name_86,33,60000.0,2000-01-01,IT,6668.0,,,,0,Medium
217,Name_796,41,50000.0,2019-07-11,HR,4971.0,"Street 83, City 30",1034540009,email_577@example.com,18,Low
218,Name_578,31,50000.0,2000-01-01,IT,6344.0,"Street 36, City 18",9364330960,email_508@example.com,18,Low
219,Name_682,43,59962.27531622161,2000-01-01,Marketing,1931.0,"Street 28, City 17",9416580322,email_876@example.com,18,Medium
220,Name_557,25,70000.0,2018-03-18,IT,9072.0,"Street 66, City 12",4298148114,email_247@example.com,18,Medium
221,Name_574,31,50000.0,2021-06-24,Marketing,5979.0,"Street 8, City 31",7165685148,email_698@example.com,17,Low
222,Name_953,48,50000.0,2026-03-18,IT,7733.0,"Street 74, City 4",9297805165,email_669@example.com,17,Low
223,Name_646,19,59962.27531622161,2024-11-28,Marketing,8737.0,"Street 77, City 27",4315976676,email_981@example.com,18,Medium
224,Name_796,65,59962.27531622161,2022-01-27,Finance,5662.0,"Street 90, City 48",3469413863,email_46@example.com,18,Medium
225,Name_28,21,60000.0,2024-08-06,Finance,4471.0,"Street 55, City 12",2744708749,email_133@example.com,18,Medium
226,Name_620,18,59962.27531622161,2022-12-21,Finance,1048.0,"Street 40, City 23",9453523457,email_616@example.com,18,Medium
227,Name_556,72,59962.27531622161,2024-08-22,Finance,2000.0,"Street 62, City 16",9813215472,email_52@example.com,18,Medium
228,Name_340,37,50000.0,2000-01-01,Finance,7936.0,"Street 63, City 23",4066787839,email_358@example.com,18,Low
229,Name_798,76,70000.0,2024-07-20,IT,5918.0,"Street 59, City 26",2874752571,email_866@example.com,18,Medium
230,Name_958,31,60000.0,2025-10-23,IT,8655.0,"Street 35, City 47",8117965328,email_461@example.com,18,Medium
231,Name_331,57,50000.0,2019-12-14,Finance,8020.0,"Street 100, City 31",9235315456,email_71@example.com,19,Low
232,Name_640,42,59962.27531622161,2022-12-09,IT,9754.0,"Street 17, City 47",8587891598,email_131@example.com,18,Medium
233,Name_506,77,70000.0,2024-03-23,IT,3545.0,"Street 96, City 16",6850588642,email_836@example.com,18,Medium
234,Name_348,42,50000.0,2019-08-13,IT,6456.0,,,,0,Low
235,Name_473,20,50000.0,2023-03-23,IT,1735.0,"Street 69, City 17",4206249516,email_757@example.com,18,Low
236,Name_231,22,60000.0,2024-02-06,Marketing,0.0,"Street 26, City 37",2123331644,email_333@example.com,18,Medium
237,Name_190,55,59962.27531622161,2019-05-12,Marketing,3055.0,"Street 42, City 29",3887099530,email_610@example.com,18,Medium
238,Name_225,71,50000.0,2020-03-21,Finance,3367.0,"Street 74, City 29",8246949371,email_710@example.com,18,Low
239,Name_385,43,59962.27531622161,2016-10-11,HR,9614.0,"Street 56, City 13",5251391002,email_761@example.com,18,Medium
240,Name_377,57,60000.0,2021-09-15,Marketing,9485.0,"Street 68, City 28",5385816848,email_546@example.com,18,Medium
