id,name,age,salary,hire_date,profile,department,bonus
79,Name_455,45.0,50000,2019-05-13,"{""address"": ""Street 76, City 40"", ""phone"": ""6225548302"", ""email"": ""email_384@example.com""}",Finance,5497.0
80,Name_428,43.0,50000,2018-10-14,"{""address"": ""Street 55, City 16"", ""phone"": ""8363542169"", ""email"": ""email_32@example.com""}",Marketing,5007.0
81,Name_509,44.0,70000,2021-11-09,"{""address"": ""Street 44, City 47"", ""phone"": ""6666064020"", ""email"": ""email_461@example.com""}",HR,4449.0
82,Name_776,69.0,70000,2018-08-26,"{""address"": ""Street 39, City 29"", ""phone"": ""9955476962"", ""email"": ""email_615@example.com""}",Finance,
83,Name_943,66.0,60000,2023-07-03,"{""address"": ""Street 93, City 36"", ""phone"": ""5072089161"", ""email"": ""email_974@example.com""}",IT,2737.0
84,Name_35,59.0,70000,2022-09-05,"{""address"": ""Street 3, City 36"", ""phone"": ""5469695519"", ""email"": ""email_501@example.com""}",IT,1424.0
85,Name_206,38.0,,2018-07-05,"{""address"": ""Street 60, City 16"", ""phone"": ""9531105608"", ""email"": ""email_175@example.com""}",IT,6771.0
86,Name_81,18.0,60000,,"{""address"": ""Street 82, City 4"", ""phone"": ""1557790152"", ""email"": ""email_629@example.com""}",HR,5587.0
87,Name_932,71.0,60000,2021-04-21,"{""address"": ""Street 92, City 50"", ""phone"": ""6156077764"", ""email"": ""email_418@example.com""}",HR,8814.0
88,Name_562,45.0,50000,2025-01-28,"{""address"": ""Street 33, City 50"", ""phone"": ""9650123683"", ""email"": ""email_560@example.com""}",IT,8525.0
89,Name_872,65.0,50000,2021-10-05,"{""address"": ""Street 49, City 40"", ""phone"": ""9703169379"", ""email"": ""email_565@example.com""}",Marketing,1134.0
90,Name_388,75.0,,2025-07-15,"{""address"": ""Street 50, City 3"", ""phone"": ""4796302140"", ""email"": ""email_247@example.com""}",HR,4198.0
91,Name_2,75.0,50000,2017-04-22,"{""address"": ""Street 89, City 34"", ""phone"": ""9501575836"", ""email"": ""email_766@example.com""}",HR,4278.0
92,Name_390,32.0,70000,2022-11-23,"{""address"": ""Street 5, City 24"", ""phone"": ""5047351740"", ""email"": ""email_249@example.com""}",Marketing,5478.0
93,Name_566,72.0,,2026-02-04,"{""address"": ""Street 41, City 14"", ""phone"": ""5467168557"", ""email"": ""email_868@example.com""}",Finance,4152.0
94,Name_106,34.0,50000,2017-04-22,"{""address"": ""Street 85, City 16"", ""phone"": ""3300495388"", ""email"": ""email_911@example.com""}",HR,3372.0
95,Name_772,43.0,,2024-01-14,"{""address"": ""Street 71, City 31"", ""phone"": ""1378567164"", ""email"": ""email_435@example.com""}",IT,6033.0
96,Name_822,37.0,70000,2018-05-14,,IT,6292.0
97,Name_477,42.0,60000,2017-03-10,"{""address"": ""Street 94, City 1"", ""phone"": ""8681271800"", ""email"": ""email_640@example.com""}",Marketing,6492.0
98,Name_703,30.0,,2018-11-09,"{""address"": ""Street 60, City 50"", ""phone"": ""8048766414"", ""email"": ""email_101@example.com""}",IT,9128.0
99,Name_402,50.0,,2023-01-13,"{""address"": ""Street 66, City 29"", ""phone"": ""9268486508"", ""email"": ""email_793@example.com""}",,8585.0
100,Name_730,42.0,60000,2021-04-13,"{""address"": ""Street 5, City 49"", ""phone"": ""9650305975"", ""email"": ""email_741@example.com""}",IT,1513.0
101,Name_556,25.0,,,"{""address"": ""Street 19, City 29"", ""phone"": ""1373797376"", ""email"": ""email_296@example.com""}",Marketing,8152.0
102,Name_162,22.0,50000,2017-12-31,"{""address"": ""Street 55, City 48"", ""phone"": ""9962798742"", ""email"": ""email_467@example.com""}",Marketing,6585.0
103,Name_202,23.0,50000,2016-09-30,"{""address"": ""Street 16, City 31"", ""phone"": ""1527694937"", ""email"": ""email_464@example.com""}",Marketing,4668.0
104,Name_958,40.0,50000,,"{""address"": ""Street 42, City 45"", ""phone"": ""2282616216"", ""email"": ""email_364@example.com""}",,3018.0
105,Name_996,69.0,,2018-07-28,,HR,5724.0
106,Name_270,47.0,60000,,"{""address"": ""Street 56, City 3"", ""phone"": ""7767852802"", ""email"": ""email_719@example.com""}",Finance,
107,Name_863,31.0,50000,,"{""address"": ""Street 56, City 37"", ""phone"": ""9655408617"", ""email"": ""email_545@example.com""}",IT,7934.0
108,Name_816,71.0,60000,2016-10-06,"{""address"": ""Street 73, City 13"", ""phone"": ""3697242013"", ""email"": ""email_49@example.com""}",HR,8929.0
109,Name_271,40.0,70000,2020-12-16,"{""address"": ""Street 85, City 37"", ""phone"": ""4043839647"", ""email"": ""email_687@example.com""}",Marketing,9930.0
110,Name_456,28.0,70000,2019-06-23,"{""address"": ""Street 40, City 11"", ""phone"": ""7228089793"", ""email"": ""email_744@example.com""}",HR,9142.0
111,Name_462,48.0,70000,2020-09-22,"{""address"": ""Street 81, City 5"", ""phone"": ""9695728685"", ""email"": ""email_646@example.com""}",HR,9275.0
112,Name_727,23.0,,2022-08-04,"{""address"": ""Street 52, City 12"", ""phone"": ""3538333952"", ""email"": ""email_964@example.com""}",,1784.0
113,Name_252,28.0,,2016-10-26,"{""address"": ""Street 86, City 16"", ""phone"": ""5957342324"", ""email"": ""email_253@example.com""}",Marketing,5017.0
114,Name_702,30.0,50000,2020-06-21,,Marketing,9932.0
115,Name_296,29.0,70000,2021-11-28,,IT,2551.0
116,Name_725,,60000,2022-04-27,"{""address"": ""Street 57, City 47"", ""phone"": ""4097045565"", ""email"": ""email_668@example.com""}",IT,1336.0
117,Name_720,19.0,,2020-06-09,"{""address"": ""Street 83, City 6"", ""phone"": ""3646376975"", ""email"": ""email_327@example.com""}",IT,6549.0
118,Name_749,70.0,60000,2017-10-15,"{""address"": ""Street 36, City 13"", ""phone"": ""8918991758"", ""email"": ""email_851@example.com""}",IT,3141.0
119,Name_338,52.0,60000,2017-10-27,"{""address"": ""Street 87, City 40"", ""phone"": ""6908096341"", ""email"": ""email_195@example.com""}",HR,8476.0
120,Name_879,72.0,50000,2023-09-22,"{""address"": ""Street 11, City 35"", ""phone"": ""3021996157"", ""email"": ""email_956@example.com""}",HR,1884.0
121,Name_53,53.0,50000,2020-01-03,"{""address"": ""Street 32, City 13"", ""phone"": ""6529155488"", ""email"": ""email_174@example.com""}",IT,9081.0
122,Name_792,34.0,60000,2023-11-06,"{""address"": ""Street 72, City 11"", ""phone"": ""5486512066"", ""email"": ""email_793@example.com""}",IT,6283.0
123,Name_922,45.0,60000,2024-09-18,"{""address"": ""Street 41, City 33"", ""phone"": ""1303298267"", ""email"": ""email_618@example.com""}",IT,1740.0
124,Name_217,45.0,60000,,"{""address"": ""Street 24, City 47"", ""phone"": ""8467524773"", ""email"": ""email_37@example.com""}",Finance,8894.0
125,Name_764,39.0,60000,,"{""address"": ""Street 96, City 34"", ""phone"": ""4276754652"", ""email"": ""email_917@example.com""}",IT,3332.0
126,Name_188,55.0,70000,2023-11-19,"{""address"": ""Street 60, City 26"", ""phone"": ""9685384396"", ""email"": ""email_612@example.com""}",Finance,
127,Name_380,24.0,60000,2022-06-24,"{""address"": ""Street 62, City 13"", ""phone"": ""1760848743"", ""email"": ""email_435@example.com""}",IT,5145.0
128,Name_493,,,2017-06-04,"{""address"": ""Street 54, City 49"", ""phone"": ""6755709626"", ""email"": ""email_926@example.com""}",Marketing,3115.0
129,Name_41,49.0,50000,2016-08-29,"{""address"": ""Street 31, City 33"", ""phone"": ""7250367770"", ""email"": ""email_148@example.com""}",,
130,Name_157,28.0,,2017-09-23,"{""address"": ""Street 4, City 11"", ""phone"": ""2963264393"", ""email"": ""email_393@example.com""}",HR,2887.0
131,Name_15,41.0,50000,2016-05-14,"{""address"": ""Street 91, City 13"", ""phone"": ""7997513750"", ""email"": ""email_521@example.com""}",Marketing,
132,Name_813,20.0,50000,2019-02-25,"{""address"": ""Street 25, City 23"", ""phone"": ""6004219037"", ""email"": ""email_594@example.com""}",,6245.0
133,Name_65,47.0,50000,,"{""address"": ""Street 84, City 7"", ""phone"": ""1819937789"", ""email"": ""email_866@example.com""}",Finance,4250.0
134,Name_857,23.0,,2020-09-23,"{""address"": ""Street 56, City 10"", ""phone"": ""5245453007"", ""email"": ""email_538@example.com""}",HR,2867.0
135,Name_839,75.0,,2023-10-18,"{""address"": ""Street 96, City 5"", ""phone"": ""8657486404"", ""email"": ""email_722@example.com""}",Finance,6974.0
136,Name_521,19.0,60000,2018-10-07,"{""address"": ""Street 68, City 33"", ""phone"": ""1407866517"", ""email"": ""email_724@example.com""}",Finance,9127.0
137,Name_344,78.0,60000,2020-12-03,"{""address"": ""Street 33, City 26"", ""phone"": ""9418238517"", ""email"": ""email_174@example.com""}",HR,2867.0
138,Name_129,31.0,70000,,"{""address"": ""Street 93, City 3"", ""phone"": ""9985980458"", ""email"": ""email_676@example.com""}",,8204.0
139,Name_648,58.0,70000,2023-04-02,"{""address"": ""Street 50, City 8"", ""phone"": ""9938400313"", ""email"": ""email_613@example.com""}",HR,6955.0
140,Name_472,35.0,70000,,"{""address"": ""Street 73, City 16"", ""phone"": ""4793256690"", ""email"": ""email_83@example.com""}",IT,2461.0
141,Name_63,68.0,60000,2017-01-06,"{""address"": ""Street 73, City 3"", ""phone"": ""3598596738"", ""email"": ""email_511@example.com""}",Finance,6304.0
142,Name_139,61.0,,2020-08-02,"{""address"": ""Street 64, City 19"", ""phone"": ""3834700993"", ""email"": ""email_171@example.com""}",IT,5758.0
143,Name_499,48.0,70000,2016-07-03,"{""address"": ""Street 61, City 13"", ""phone"": ""3421046180"", ""email"": ""email_592@example.com""}",HR,2614.0
144,Name_593,30.0,60000,2021-08-04,"{""address"": ""Street 20, City 18"", ""phone"": ""6468173819"", ""email"": ""email_987@example.com""}",HR,5838.0
145,Name_392,43.0,50000,2020-09-25,"{""address"": ""Street 31, City 43"", ""phone"": ""6558845838"", ""email"": ""email_697@example.com""}",,9045.0
146,Name_675,61.0,,2025-10-02,"{""address"": ""Street 44, City 49"", ""phone"": ""3541846358"", ""email"": ""email_168@example.com""}",Finance,6489.0
147,Name_419,29.0,,2024-02-01,"{""address"": ""Street 31, City 5"", ""phone"": ""7378186364"", ""email"": ""email_691@example.com""}",Marketing,7292.0
148,Name_289,,60000,2024-04-04,"{""address"": ""Street 13, City 4"", ""phone"": ""3665120315"", ""email"": ""email_983@example.com""}",HR,1560.0
149,Name_379,26.0,60000,2025-08-26,"{""address"": ""Street 70, City 20"", ""phone"": ""4095331237"", ""email"": ""email_199@example.com""}",Marketing,4023.0
150,Name_773,66.0,50000,2019-11-25,"{""address"": ""Street 54, City 34"", ""phone"": ""4634452239"", ""email"": ""email_600@example.com""}",Finance,6863.0
151,Name_490,38.0,50000,2020-07-05,"{""address"": ""Street 7, City 40"", ""phone"": ""7619471598"", ""email"": ""email_178@example.com""}",IT,3713.0
152,Name_231,65.0,50000,2018-05-20,"{""address"": ""Street 48, City 30"", ""phone"": ""2609856238"", ""email"": ""email_899@example.com""}",Finance,8709.0
153,Name_41,66.0,,2025-07-28,"{""address"": ""Street 88, City 6"", ""phone"": ""7136336105"", ""email"": ""email_61@example.com""}",,6044.0
154,Name_28,70.0,,2020-07-10,"{""address"": ""Street 27, City 46"", ""phone"": ""2983953574"", ""email"": ""email_153@example.com""}",Marketing,8802.0
155,Name_135,73.0,70000,2019-12-06,"{""address"": ""Street 73, City 24"", ""phone"": ""4936105297"", ""email"": ""email_237@example.com""}",Marketing,8430.0
156,Name_201,57.0,,2023-08-15,"{""address"": ""Street 25, City 38"", ""phone"": ""2916601005"", ""email"": ""email_195@example.com""}",IT,8197.0
157,Name_840,60.0,,2023-02-07,"{""address"": ""Street 84, City 12"", ""phone"": ""3628745877"", ""email"": ""email_496@example.com""}",IT,9235.0
158,Name_780,41.0,,2024-10-12,"{""address"": ""Street 44, City 14"", ""phone"": ""7247909541"", ""email"": ""email_870@example.com""}",HR,5182.0
159,Name_930,51.0,50000,2018-06-17,"{""address"": ""Street 15, City 32"", ""phone"": ""3414787500"", ""email"": ""email_888@example.com""}",Finance,9845.0
160,Name_33,25.0,70000,2024-04-26,"{""address"": ""Street 67, City 5"", ""phone"": ""5691803662"", ""email"": ""email_55@example.com""}",,1516.0
161,Name_48,61.0,50000,2025-08-12,,HR,9906.0
162,Name_503,70.0,50000,2019-05-16,"{""address"": ""Street 84, City 13"", ""phone"": ""2415559453"", ""email"": ""email_672@example.com""}",Finance,5496.0
163,Name_407,50.0,50000,2024-06-28,,IT,4963.0
164,Name_574,40.0,70000,2016-12-25,"{""address"": ""Street 48, City 7"", ""phone"": ""8140983880"", ""email"": ""email_261@example.com""}",,3966.0
165,Name_728,,70000,2016-05-30,"{""address"": ""Street 32, City 14"", ""phone"": ""6614568067"", ""email"": ""email_454@example.com""}",IT,3972.0
166,Name_805,71.0,50000,2020-03-23,"{""address"": ""Street 82, City 22"", ""phone"": ""5522196956"", ""email"": ""email_960@example.com""}",IT,5878.0
167,Name_99,70.0,70000,2017-05-16,"{""address"": ""Street 46, City 48"", ""phone"": ""7534545818"", ""email"": ""email_707@example.com""}",Marketing,
168,Name_684,66.0,60000,2017-01-24,"{""address"": ""Street 96, City 12"", ""phone"": ""2089339855"", ""email"": ""email_883@example.com""}",Finance,7593.0
169,Name_872,31.0,70000,2024-06-17,"{""address"": ""Street 81, City 28"", ""phone"": ""1600587888"", ""email"": ""email_976@example.com""}",HR,1091.0
170,Name_726,31.0,50000,2019-12-02,"{""address"": ""Street 86, City 6"", ""phone"": ""3658673208"", ""email"": ""email_720@example.com""}",Marketing,9598.0
171,Name_987,33.0,50000,2025-04-14,"{""address"": ""Street 40, City 17"", ""phone"": ""8738976777"", ""email"": ""email_115@example.com""}",Finance,7769.0
172,Name_547,66.0,,2025-07-14,"{""address"": ""Street 6, City 24"", ""phone"": ""7534391971"", ""email"": ""email_276@example.com""}",Finance,7842.0
173,Name_961,55.0,,2020-02-22,"{""address"": ""Street 19, City 27"", ""phone"": ""7948122979"", ""email"": ""email_309@example.com""}",Finance,8923.0
174,Name_739,75.0,50000,2023-08-19,"{""address"": ""Street 89, City 29"", ""phone"": ""3558754096"", ""email"": ""email_701@example.com""}",,1513.0
175,Name_613,77.0,60000,2020-05-25,"{""address"": ""Street 30, City 45"", ""phone"": ""7886866398"", ""email"": ""email_398@example.com""}",Marketing,3911.0
176,Name_943,56.0,,2018-10-05,"{""address"": ""Street 25, City 14"", ""phone"": ""7979168331"", ""email"": ""email_878@example.com""}",HR,2425.0
177,Name_462,43.0,50000,2021-07-08,"{""address"": ""Street 70, City 20"", ""phone"": ""2131006409"", ""email"": ""email_366@example.com""}",Marketing,3187.0
178,Name_643,43.0,,2020-10-09,"{""address"": ""Street 37, City 17"", ""phone"": ""2707502771"", ""email"": ""email_820@example.com""}",IT,3097.0
179,Name_769,18.0,,2017-01-31,"{""address"": ""Street 7, City 17"", ""phone"": ""6774664513"", ""email"": ""email_205@example.com""}",Finance,8346.0
180,Name_5,49.0,50000,2025-04-02,,IT,4255.0
181,Name_218,74.0,70000,2018-07-18,"{""address"": ""Street 17, City 37"", ""phone"": ""5417370174"", ""email"": ""email_492@example.com""}",Marketing,6978.0
182,Name_503,32.0,,2022-02-22,"{""address"": ""Street 72, City 15"", ""phone"": ""7133258205"", ""email"": ""email_939@example.com""}",HR,3021.0
183,Name_767,69.0,70000,2025-03-03,"{""address"": ""Street 94, City 11"", ""phone"": ""4573377937"", ""email"": ""email_536@example.com""}",IT,6247.0
184,Name_398,38.0,50000,2026-01-02,"{""address"": ""Street 94, City 11"", ""phone"": ""2940341849"", ""email"": ""email_954@example.com""}",IT,9389.0
185,Name_871,35.0,50000,2021-12-06,,,2039.0
186,Name_795,47.0,60000,2018-11-29,"{""address"": ""Street 48, City 30"", ""phone"": ""2510434096"", ""email"": ""email_279@example.com""}",Marketing,4898.0
187,Name_393,77.0,,2017-09-23,"{""address"": ""Street 38, City 31"", ""phone"": ""8586548418"", ""email"": ""email_814@example.com""}",IT,8816.0
188,Name_207,75.0,,2025-10-09,"{""address"": ""Street 94, City 10"", ""phone"": ""4408501328"", ""email"": ""email_269@example.com""}",Marketing,4129.0
