id,name,age,salary,hire_date,profile,department,bonus
52,Name_563,30.0,50000,2018-02-13,"{""address"": ""Street 93, City 3"", ""phone"": ""5926714898"", ""email"": ""email_302@example.com""}",HR,6639.0
53,Name_876,24.0,,2016-05-18,"{""address"": ""Street 40, City 34"", ""phone"": ""8804909700"", ""email"": ""email_52@example.com""}",HR,3101.0
54,Name_567,33.0,60000,2018-10-28,"{""address"": ""Street 60, City 34"", ""phone"": ""4155726760"", ""email"": ""email_697@example.com""}",,6535.0
55,Name_244,50.0,60000,2022-06-12,"{""address"": ""Street 52, City 32"", ""phone"": ""3305407877"", ""email"": ""email_976@example.com""}",IT,8116.0
56,Name_832,62.0,60000,2026-01-14,"{""address"": ""Street 77, City 18"", ""phone"": ""6952404161"", ""email"": ""email_167@example.com""}",Marketing,1817.0
57,Name_505,18.0,,2026-03-24,"{""address"": ""Street 8, City 46"", ""phone"": ""7877053967"", ""email"": ""email_407@example.com""}",Marketing,4619.0
58,Name_131,28.0,70000,2018-10-22,"{""address"": ""Street 55, City 28"", ""phone"": ""6368292951"", ""email"": ""email_374@example.com""}",,7704.0
59,Name_485,23.0,,2019-10-23,"{""address"": ""Street 22, City 23"", ""phone"": ""9187403183"", ""email"": ""email_439@example.com""}",Finance,8155.0
60,Name_819,37.0,,2023-02-22,"{""address"": ""Street 79, City 31"", ""phone"": ""8662215681"", ""email"": ""email_44@example.com""}",Finance,2661.0
61,Name_647,52.0,50000,2024-08-01,"{""address"": ""Street 54, City 3"", ""phone"": ""8913090589"", ""email"": ""email_362@example.com""}",IT,8839.0
62,Name_21,61.0,60000,2018-12-11,"{""address"": ""Street 13, City 3"", ""phone"": ""1794102193"", ""email"": ""email_412@example.com""}",Marketing,8511.0
63,Name_841,54.0,50000,2024-02-10,"{""address"": ""Street 87, City 28"", ""phone"": ""7138655474"", ""email"": ""email_104@example.com""}",Marketing,9896.0
64,Name_167,58.0,70000,,"{""address"": ""Street 90, City 26"", ""phone"": ""7676299529"", ""email"": ""email_842@example.com""}",Marketing,9368.0
65,Name_274,43.0,60000,,"{""address"": ""Street 88, City 7"", ""phone"": ""4834003768"", ""email"": ""email_88@example.com""}",HR,7476.0
66,Name_388,75.0,50000,2022-01-16,"{""address"": ""Street 45, City 31"", ""phone"": ""8823738636"", ""email"": ""email_153@example.com""}",Finance,5141.0
67,Name_601,29.0,70000,2022-02-24,"{""address"": ""Street 34, City 36"", ""phone"": ""7441608405"", ""email"": ""email_106@example.com""}",,4740.0
68,Name_316,79.0,60000,2019-01-22,"{""address"": ""Street 8, City 36"", ""phone"": ""9168533981"", ""email"": ""email_275@example.com""}",HR,5444.0
69,Name_14,47.0,,2022-07-01,"{""address"": ""Street 45, City 13"", ""phone"": ""6313668065"", ""email"": ""email_994@example.com""}",HR,5855.0
70,Name_242,45.0,70000,,"{""address"": ""Street 72, City 30"", ""phone"": ""6050039046"", ""email"": ""email_882@example.com""}",Finance,4609.0
71,Name_777,44.0,,2019-11-03,,Marketing,6833.0
72,Name_346,59.0,70000,2022-09-14,"{""address"": ""Street 60, City 23"", ""phone"": ""9241509173"", ""email"": ""email_618@example.com""}",IT,3141.0
73,Name_565,36.0,60000,2021-08-03,"{""address"": ""Street 83, City 9"", ""phone"": ""5090913178"", ""email"": ""email_64@example.com""}",,8771.0
74,Name_898,22.0,50000,2019-11-12,"{""address"": ""Street 5, City 5"", ""phone"": ""6912241854"", ""email"": ""email_987@example.com""}",Finance,3656.0
75,Name_340,75.0,50000,2024-07-31,,IT,8036.0
76,Name_92,22.0,50000,,"{""address"": ""Street 33, City 24"", ""phone"": ""3856117146"", ""email"": ""email_783@example.com""}",Finance,8305.0
77,Name_367,58.0,50000,2024-01-20,"{""address"": ""Street 30, City 46"", ""phone"": ""5519786357"", ""email"": ""email_661@example.com""}",Finance,1288.0
78,Name_956,44.0,70000,2018-11-01,"{""address"": ""Street 54, City 10"", ""phone"": ""1199133794"", ""email"": ""email_958@example.com""}",Finance,2403.0
79,Name_455,45.0,50000,2026-04-18,"{""address"": ""Street 43, City 39"", ""phone"": ""4310959106"", ""email"": ""email_244@example.com""}",Finance,1545.0
80,Name_428,43.0,50000,2016-04-30,"{""address"": ""Street 7, City 49"", ""phone"": ""4439576862"", ""email"": ""email_924@example.com""}",Marketing,5211.0
81,Name_509,44.0,70000,2016-09-04,"{""address"": ""Street 27, City 50"", ""phone"": ""6918522913"", ""email"": ""email_806@example.com""}",HR,4249.0
82,Name_776,69.0,70000,2019-05-03,"{""address"": ""Street 55, City 14"", ""phone"": ""2477047507"", ""email"": ""email_704@example.com""}",Finance,1655.0
83,Name_943,66.0,60000,2020-11-24,"{""address"": ""Street 84, City 28"", ""phone"": ""4353144739"", ""email"": ""email_817@example.com""}",IT,3430.0
84,Name_35,59.0,70000,2021-07-31,"{""address"": ""Street 55, City 3"", ""phone"": ""5905534123"", ""email"": ""email_639@example.com""}",IT,8780.0
85,Name_206,38.0,,2021-08-18,"{""address"": ""Street 27, City 9"", ""phone"": ""6295228704"", ""email"": ""email_2@example.com""}",IT,8924.0
86,Name_81,18.0,60000,2019-03-29,"{""address"": ""Street 52, City 24"", ""phone"": ""9361338228"", ""email"": ""email_551@example.com""}",HR,6821.0
87,Name_932,71.0,60000,2023-05-21,"{""address"": ""Street 11, City 8"", ""phone"": ""3401389404"", ""email"": ""email_197@example.com""}",HR,3939.0
88,Name_562,45.0,50000,2021-06-26,"{""address"": ""Street 87, City 33"", ""phone"": ""3225201961"", ""email"": ""email_269@example.com""}",IT,7397.0
89,Name_872,65.0,50000,2022-01-07,,Marketing,4921.0
90,Name_388,75.0,,2025-08-23,"{""address"": ""Street 35, City 17"", ""phone"": ""2424777207"", ""email"": ""email_427@example.com""}",HR,6399.0
91,Name_2,75.0,50000,2022-09-13,,HR,1408.0
92,Name_390,32.0,70000,2024-11-12,"{""address"": ""Street 24, City 42"", ""phone"": ""4511148449"", ""email"": ""email_210@example.com""}",Marketing,6184.0
93,Name_566,72.0,,,,Finance,2813.0
94,Name_106,34.0,50000,2019-04-14,"{""address"": ""Street 3, City 31"", ""phone"": ""8209320719"", ""email"": ""email_246@example.com""}",HR,2743.0
95,Name_772,43.0,,,"{""address"": ""Street 85, City 11"", ""phone"": ""6472635482"", ""email"": ""email_519@example.com""}",IT,8655.0
96,Name_822,37.0,70000,,"{""address"": ""Street 93, City 32"", ""phone"": ""3295152101"", ""email"": ""email_846@example.com""}",IT,9081.0
97,Name_477,42.0,60000,2018-12-10,"{""address"": ""Street 29, City 5"", ""phone"": ""1999768135"", ""email"": ""email_661@example.com""}",Marketing,7470.0
98,Name_703,30.0,,2025-07-04,"{""address"": ""Street 61, City 36"", ""phone"": ""8324633718"", ""email"": ""email_777@example.com""}",IT,2576.0
99,Name_402,50.0,,2021-01-25,"{""address"": ""Street 63, City 17"", ""phone"": ""8505800624"", ""email"": ""email_351@example.com""}",,7341.0
100,Name_730,42.0,60000,2021-08-05,,IT,5467.0
101,Name_556,25.0,,2021-06-05,"{""address"": ""Street 51, City 6"", ""phone"": ""6270915760"", ""email"": ""email_456@example.com""}",Marketing,7632.0
102,Name_162,22.0,50000,2016-12-05,"{""address"": ""Street 90, City 12"", ""phone"": ""1346982817"", ""email"": ""email_356@example.com""}",Marketing,8004.0
103,Name_202,23.0,50000,2016-06-27,"{""address"": ""Street 11, City 49"", ""phone"": ""7574920939"", ""email"": ""email_477@example.com""}",Marketing,8844.0
104,Name_958,40.0,50000,2017-01-15,"{""address"": ""Street 23, City 11"", ""phone"": ""6671020240"", ""email"": ""email_860@example.com""}",,5251.0
105,Name_996,69.0,,2019-03-11,"{""address"": ""Street 80, City 47"", ""phone"": ""8579319790"", ""email"": ""email_859@example.com""}",HR,7490.0
106,Name_270,47.0,60000,2020-11-19,"{""address"": ""Street 98, City 4"", ""phone"": ""3862290001"", ""email"": ""email_708@example.com""}",Finance,4487.0
107,Name_863,31.0,50000,2020-05-31,,IT,9975.0
108,Name_816,71.0,60000,2025-02-13,"{""address"": ""Street 38, City 49"", ""phone"": ""5234558869"", ""email"": ""email_782@example.com""}",HR,3272.0
109,Name_271,40.0,70000,2019-08-24,"{""address"": ""Street 49, City 17"", ""phone"": ""6738486412"", ""email"": ""email_835@example.com""}",Marketing,5289.0
110,Name_456,28.0,70000,2023-12-23,"{""address"": ""Street 57, City 2"", ""phone"": ""9722725386"", ""email"": ""email_815@example.com""}",HR,2708.0
111,Name_462,48.0,70000,2018-10-08,"{""address"": ""Street 13, City 37"", ""phone"": ""8806390658"", ""email"": ""email_446@example.com""}",HR,2211.0
112,Name_727,23.0,,2020-11-05,"{""address"": ""Street 93, City 28"", ""phone"": ""9712599195"", ""email"": ""email_45@example.com""}",,6030.0
113,Name_252,28.0,,2020-09-08,"{""address"": ""Street 36, City 35"", ""phone"": ""3010352900"", ""email"": ""email_39@example.com""}",Marketing,7499.0
114,Name_702,30.0,50000,2017-07-03,"{""address"": ""Street 41, City 9"", ""phone"": ""3894656786"", ""email"": ""email_758@example.com""}",Marketing,9012.0
115,Name_296,29.0,70000,2025-05-20,"{""address"": ""Street 19, City 50"", ""phone"": ""8552310626"", ""email"": ""email_667@example.com""}",IT,2387.0
116,Name_725,,60000,2023-01-06,"{""address"": ""Street 1, City 38"", ""phone"": ""5730439974"", ""email"": ""email_926@example.com""}",IT,8589.0
117,Name_720,19.0,,2023-09-27,"{""address"": ""Street 68, City 39"", ""phone"": ""7433038295"", ""email"": ""email_520@example.com""}",IT,8707.0
118,Name_749,70.0,60000,,"{""address"": ""Street 72, City 18"", ""phone"": ""2324085427"", ""email"": ""email_445@example.com""}",IT,5002.0
119,Name_338,52.0,60000,,"{""address"": ""Street 59, City 12"", ""phone"": ""9069098697"", ""email"": ""email_843@example.com""}",HR,2569.0
120,Name_879,72.0,50000,2022-07-26,,HR,9535.0
121,Name_53,53.0,50000,2025-02-03,"{""address"": ""Street 77, City 16"", ""phone"": ""6440456179"", ""email"": ""email_609@example.com""}",IT,7678.0
122,Name_792,34.0,60000,2021-11-13,"{""address"": ""Street 99, City 47"", ""phone"": ""8709485040"", ""email"": ""email_995@example.com""}",IT,2245.0
123,Name_922,45.0,60000,2017-09-30,"{""address"": ""Street 70, City 8"", ""phone"": ""3966370382"", ""email"": ""email_375@example.com""}",IT,3636.0
124,Name_217,45.0,60000,2022-12-18,"{""address"": ""Street 37, City 28"", ""phone"": ""2673964828"", ""email"": ""email_830@example.com""}",Finance,9994.0
125,Name_764,39.0,60000,2018-06-14,"{""address"": ""Street 61, City 42"", ""phone"": ""9733120333"", ""email"": ""email_946@example.com""}",IT,7724.0
126,Name_188,55.0,70000,2016-06-27,"{""address"": ""Street 91, City 13"", ""phone"": ""3689458488"", ""email"": ""email_320@example.com""}",Finance,3782.0
127,Name_380,24.0,60000,2020-03-24,"{""address"": ""Street 88, City 15"", ""phone"": ""7295986850"", ""email"": ""email_156@example.com""}",IT,8504.0
128,Name_493,,,2020-02-03,"{""address"": ""Street 2, City 5"", ""phone"": ""6302609219"", ""email"": ""email_560@example.com""}",Marketing,9289.0
129,Name_41,49.0,50000,2019-08-06,"{""address"": ""Street 53, City 28"", ""phone"": ""5432066113"", ""email"": ""email_345@example.com""}",,
130,Name_157,28.0,,2025-12-13,"{""address"": ""Street 97, City 20"", ""phone"": ""4707180527"", ""email"": ""email_478@example.com""}",HR,7184.0
131,Name_15,41.0,50000,2026-01-03,"{""address"": ""Street 56, City 45"", ""phone"": ""3092632685"", ""email"": ""email_828@example.com""}",Marketing,1121.0
132,Name_813,20.0,50000,2025-04-14,"{""address"": ""Street 12, City 29"", ""phone"": ""2260669037"", ""email"": ""email_981@example.com""}",,6070.0
133,Name_65,47.0,50000,,"{""address"": ""Street 54, City 21"", ""phone"": ""8358136970"", ""email"": ""email_411@example.com""}",Finance,7335.0
134,Name_857,23.0,,2017-05-23,"{""address"": ""Street 15, City 39"", ""phone"": ""1979708541"", ""email"": ""email_425@example.com""}",HR,2944.0
135,Name_839,75.0,,2019-10-01,"{""address"": ""Street 77, City 9"", ""phone"": ""8820632576"", ""email"": ""email_387@example.com""}",Finance,8557.0
136,Name_521,19.0,60000,2016-06-19,"{""address"": ""Street 38, City 26"", ""phone"": ""3098791127"", ""email"": ""email_739@example.com""}",Finance,7629.0
137,Name_344,78.0,60000,2023-07-31,"{""address"": ""Street 89, City 10"", ""phone"": ""9130515589"", ""email"": ""email_440@example.com""}",HR,4993.0
138,Name_129,31.0,70000,2025-01-19,"{""address"": ""Street 65, City 13"", ""phone"": ""2058967038"", ""email"": ""email_203@example.com""}",,5030.0
139,Name_648,58.0,70000,2016-10-06,"{""address"": ""Street 23, City 15"", ""phone"": ""3977513433"", ""email"": ""email_723@example.com""}",HR,8042.0
140,Name_472,35.0,70000,,"{""address"": ""Street 6, City 28"", ""phone"": ""2869814081"", ""email"": ""email_601@example.com""}",IT,9789.0
141,Name_63,68.0,60000,2019-08-07,"{""address"": ""Street 25, City 35"", ""phone"": ""4780176438"", ""email"": ""email_321@example.com""}",Finance,6383.0
142,Name_139,61.0,,2017-04-27,"{""address"": ""Street 72, City 42"", ""phone"": ""7618862566"", ""email"": ""email_540@example.com""}",IT,7690.0
143,Name_499,48.0,70000,2024-08-20,"{""address"": ""Street 35, City 49"", ""phone"": ""1200468114"", ""email"": ""email_599@example.com""}",HR,9699.0
144,Name_593,30.0,60000,2026-03-12,"{""address"": ""Street 79, City 47"", ""phone"": ""7079603505"", ""email"": ""email_216@example.com""}",HR,
145,Name_392,43.0,50000,,"{""address"": ""Street 53, City 4"", ""phone"": ""5914998053"", ""email"": ""email_7@example.com""}",,8732.0
146,Name_675,61.0,,2025-06-21,"{""address"": ""Street 79, City 37"", ""phone"": ""8131767565"", ""email"": ""email_92@example.com""}",Finance,2740.0
147,Name_419,29.0,,2018-11-10,"{""address"": ""Street 10, City 33"", ""phone"": ""9142653947"", ""email"": ""email_891@example.com""}",Marketing,1049.0
148,Name_289,,60000,2021-12-21,"{""address"": ""Street 61, City 40"", ""phone"": ""4128182287"", ""email"": ""email_969@example.com""}",HR,6631.0
149,Name_379,26.0,60000,2025-12-06,"{""address"": ""Street 40, City 43"", ""phone"": ""9322308484"", ""email"": ""email_396@example.com""}",Marketing,9044.0
150,Name_773,66.0,50000,2022-01-27,"{""address"": ""Street 68, City 4"", ""phone"": ""7093000946"", ""email"": ""email_470@example.com""}",Finance,5356.0
151,Name_490,38.0,50000,2023-06-17,"{""address"": ""Street 9, City 24"", ""phone"": ""4921361165"", ""email"": ""email_380@example.com""}",IT,2233.0
152,Name_231,65.0,50000,2026-04-16,"{""address"": ""Street 52, City 37"", ""phone"": ""4294281539"", ""email"": ""email_624@example.com""}",Finance,9783.0
153,Name_41,66.0,,2018-06-28,"{""address"": ""Street 36, City 22"", ""phone"": ""6690798085"", ""email"": ""email_710@example.com""}",,9042.0
154,Name_28,70.0,,2022-11-17,"{""address"": ""Street 92, City 14"", ""phone"": ""8375219806"", ""email"": ""email_478@example.com""}",Marketing,9191.0
155,Name_135,73.0,70000,2020-08-11,"{""address"": ""Street 63, City 44"", ""phone"": ""4602598226"", ""email"": ""email_199@example.com""}",Marketing,8299.0
156,Name_201,57.0,,2017-04-18,"{""address"": ""Street 9, City 10"", ""phone"": ""8592991572"", ""email"": ""email_772@example.com""}",IT,4074.0
157,Name_840,60.0,,2020-01-16,"{""address"": ""Street 61, City 4"", ""phone"": ""3451843335"", ""email"": ""email_574@example.com""}",IT,4672.0
158,Name_780,41.0,,2024-03-23,,HR,1649.0
159,Name_930,51.0,50000,2017-01-23,"{""address"": ""Street 22, City 46"", ""phone"": ""1261432757"", ""email"": ""email_412@example.com""}",Finance,5233.0
160,Name_33,25.0,70000,2021-01-07,"{""address"": ""Street 69, City 44"", ""phone"": ""2460428976"", ""email"": ""email_693@example.com""}",,6891.0
161,Name_48,61.0,50000,2017-02-26,"{""address"": ""Street 38, City 24"", ""phone"": ""2119968779"", ""email"": ""email_450@example.com""}",HR,8308.0
162,Name_503,70.0,50000,2019-12-07,"{""address"": ""Street 78, City 4"", ""phone"": ""1943716952"", ""email"": ""email_290@example.com""}",Finance,9563.0
163,Name_407,50.0,50000,2024-03-16,"{""address"": ""Street 79, City 27"", ""phone"": ""1591993523"", ""email"": ""email_718@example.com""}",IT,8701.0
164,Name_574,40.0,70000,2018-11-20,"{""address"": ""Street 64, City 18"", ""phone"": ""5212130255"", ""email"": ""email_515@example.com""}",,6810.0
165,Name_728,,70000,2018-05-31,"{""address"": ""Street 12, City 24"", ""phone"": ""3020571560"", ""email"": ""email_581@example.com""}",IT,8441.0
166,Name_805,71.0,50000,2025-02-28,"{""address"": ""Street 83, City 37"", ""phone"": ""7867385457"", ""email"": ""email_364@example.com""}",IT,6009.0
167,Name_99,70.0,70000,2023-08-08,"{""address"": ""Street 18, City 11"", ""phone"": ""8956080141"", ""email"": ""email_32@example.com""}",Marketing,4201.0
168,Name_684,66.0,60000,2021-08-12,"{""address"": ""Street 80, City 19"", ""phone"": ""4094976611"", ""email"": ""email_356@example.com""}",Finance,5852.0
169,Name_872,31.0,70000,2026-01-04,"{""address"": ""Street 81, City 9"", ""phone"": ""1484797931"", ""email"": ""email_118@example.com""}",HR,6009.0
170,Name_726,31.0,50000,2025-12-10,,Marketing,4718.0
171,Name_987,33.0,50000,2022-07-12,"{""address"": ""Street 98, City 45"", ""phone"": ""1935664041"", ""email"": ""email_557@example.com""}",Finance,8082.0
172,Name_547,66.0,,2026-03-01,"{""address"": ""Street 47, City 18"", ""phone"": ""8007387089"", ""email"": ""email_145@example.com""}",Finance,1356.0
173,Name_961,55.0,,2017-06-17,"{""address"": ""Street 96, City 46"", ""phone"": ""9589493594"", ""email"": ""email_47@example.com""}",Finance,9882.0
174,Name_739,75.0,50000,2022-01-04,"{""address"": ""Street 45, City 9"", ""phone"": ""1865236846"", ""email"": ""email_437@example.com""}",,6199.0
175,Name_613,77.0,60000,2023-05-01,"{""address"": ""Street 37, City 21"", ""phone"": ""9772714526"", ""email"": ""email_448@example.com""}",Marketing,5402.0
176,Name_943,56.0,,2017-08-09,"{""address"": ""Street 78, City 5"", ""phone"": ""7563441327"", ""email"": ""email_398@example.com""}",HR,8323.0
177,Name_462,43.0,50000,2025-05-06,"{""address"": ""Street 79, City 10"", ""phone"": ""7488720743"", ""email"": ""email_939@example.com""}",Marketing,
178,Name_643,43.0,,2020-02-24,"{""address"": ""Street 83, City 43"", ""phone"": ""6535136099"", ""email"": ""email_486@example.com""}",IT,1608.0
179,Name_769,18.0,,2019-08-29,,Finance,6921.0
180,Name_5,49.0,50000,2016-07-08,"{""address"": ""Street 19, City 18"", ""phone"": ""2490849517"", ""email"": ""email_955@example.com""}",IT,1896.0
181,Name_218,74.0,70000,2020-01-19,"{""address"": ""Street 13, City 33"", ""phone"": ""2561027830"", ""email"": ""email_971@example.com""}",Marketing,9358.0
182,Name_503,32.0,,2016-07-04,"{""address"": ""Street 24, City 4"", ""phone"": ""7170428769"", ""email"": ""email_868@example.com""}",HR,5207.0
183,Name_767,69.0,70000,2020-04-19,"{""address"": ""Street 49, City 9"", ""phone"": ""5974060695"", ""email"": ""email_650@example.com""}",IT,1995.0
184,Name_398,38.0,50000,2021-08-07,"{""address"": ""Street 85, City 44"", ""phone"": ""7698863633"", ""email"": ""email_750@example.com""}",IT,3023.0
185,Name_871,35.0,50000,2026-01-31,"{""address"": ""Street 24, City 34"", ""phone"": ""2526906272"", ""email"": ""email_853@example.com""}",,4352.0
186,Name_795,47.0,60000,2026-03-01,"{""address"": ""Street 90, City 21"", ""phone"": ""5955303905"", ""email"": ""email_16@example.com""}",Marketing,9048.0
187,Name_393,77.0,,2019-11-18,"{""address"": ""Street 22, City 28"", ""phone"": ""2143875341"", ""email"": ""email_329@example.com""}",IT,1947.0
188,Name_207,75.0,,2023-01-23,"{""address"": ""Street 45, City 41"", ""phone"": ""3168163100"", ""email"": ""email_224@example.com""}",Marketing,
189,Name_15,30.0,60000,2018-03-08,"{""address"": ""Street 62, City 12"", ""phone"": ""3417508110"", ""email"": ""email_782@example.com""}",HR,9734.0
190,Name_858,41.0,70000,2023-08-01,"{""address"": ""Street 38, City 17"", ""phone"": ""2064935371"", ""email"": ""email_434@example.com""}",IT,6646.0
